RespondentID,Department,Region,Tenure,Q1. I feel valued at work,Q2. My manager supports my growth,Q3. Workload is sustainable,Q4. I have the tools I need,Q5. I understand company strategy,Q6. I can be my authentic self,Q7. I would recommend us as a place to work,Q8. I see a path to grow here,What_is_working,What_to_improve
R0963,Finance,LATAM,<1y,5,3,3,4,4,4,5,4,Managers actually listen.,Not enough headcount for the roadmap.
R0964,Finance,NA,3-5y,3,4,4,5,4,2,3,3,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0965,Product,APAC,3-5y,3,4,4,4,4,3,3,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0966,Marketing,LATAM,1-3y,3,4,5,3,4,4,3,4,Flexible hours help a lot.,Promotion process feels opaque.
R0967,Customer Success,EMEA,1-3y,2,4,4,5,4,3,4,3,"Good customers, meaningful work.",Compensation lags the market.
R0968,Sales,APAC,1-3y,2,4,4,2,3,4,4,4,Interesting technical challenges.,On-call load is heavy this quarter.
R0969,Sales,EMEA,3-5y,2,2,4,4,2,4,4,2,"Good customers, meaningful work.",Career paths are unclear.
R0970,Customer Success,NA,<1y,4,4,4,4,4,5,2,4,Leadership is transparent in town halls.,Tooling is fragmented.
R0971,Marketing,EMEA,<1y,4,3,3,4,3,3,4,3,Leadership is transparent in town halls.,Tooling is fragmented.
R0972,Product,APAC,3-5y,4,3,4,3,3,2,3,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0973,Operations,NA,<1y,5,5,3,3,4,3,2,4,Flexible hours help a lot.,Tooling is fragmented.
R0974,Engineering,NA,<1y,4,3,2,4,4,2,3,3,I learn something new every week.,Tooling is fragmented.
R0975,Operations,LATAM,<1y,2,4,4,5,4,2,3,1,Flexible hours help a lot.,Career paths are unclear.
R0976,Operations,EMEA,3-5y,3,3,4,4,5,3,3,3,Interesting technical challenges.,Promotion process feels opaque.
R0977,Operations,APAC,3-5y,4,2,3,3,3,4,3,5,Great teammates and a real mission.,On-call load is heavy this quarter.
R0978,Finance,LATAM,5y+,2,4,5,3,4,3,4,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0979,Finance,NA,3-5y,5,3,2,3,5,3,2,3,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0980,Product,NA,3-5y,3,4,4,2,3,5,5,4,"Good customers, meaningful work.",Promotion process feels opaque.
R0981,Marketing,NA,1-3y,4,5,4,4,4,3,3,2,Great teammates and a real mission.,Promotion process feels opaque.
R0982,Customer Success,EMEA,3-5y,5,4,4,4,4,4,5,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0983,People,EMEA,5y+,5,3,3,4,3,5,4,5,I learn something new every week.,Tooling is fragmented.
R0984,Product,LATAM,1-3y,3,2,3,4,4,3,5,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0985,Product,NA,3-5y,1,4,3,4,3,4,3,2,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R0986,Marketing,NA,3-5y,4,3,4,5,3,3,3,3,Managers actually listen.,"Too many meetings, not enough focus time."
R0987,Product,LATAM,<1y,1,4,4,3,4,4,3,4,Great teammates and a real mission.,Tooling is fragmented.
R0988,People,APAC,1-3y,3,5,4,3,4,3,4,5,I learn something new every week.,"Too many meetings, not enough focus time."
R0989,Finance,NA,1-3y,4,3,4,2,4,4,5,4,Managers actually listen.,Not enough headcount for the roadmap.
R0990,Customer Success,EMEA,1-3y,5,5,5,4,3,3,3,5,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0991,Sales,APAC,3-5y,5,2,4,3,4,4,3,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0992,Product,APAC,5y+,4,4,3,4,3,5,5,3,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0993,Marketing,APAC,3-5y,5,4,4,4,4,4,3,5,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0994,Customer Success,LATAM,5y+,5,5,4,3,4,3,4,5,Flexible hours help a lot.,Tooling is fragmented.
R0995,People,LATAM,1-3y,5,3,3,5,3,4,5,4,I learn something new every week.,Compensation lags the market.
R0996,Finance,LATAM,<1y,5,4,5,5,3,5,4,3,Flexible hours help a lot.,Career paths are unclear.
R0997,Product,APAC,<1y,4,4,2,4,3,5,5,3,Interesting technical challenges.,Cross-team handoffs are slow.
R0998,Marketing,APAC,<1y,3,4,5,3,3,4,3,4,Interesting technical challenges.,Tooling is fragmented.
R0999,Finance,NA,<1y,2,4,5,4,5,3,3,3,Great teammates and a real mission.,On-call load is heavy this quarter.
R1000,Product,EMEA,5y+,3,5,4,3,2,4,3,4,Interesting technical challenges.,On-call load is heavy this quarter.
R1001,Customer Success,EMEA,5y+,4,4,4,4,4,4,4,4,Leadership is transparent in town halls.,Compensation lags the market.
R1002,People,LATAM,3-5y,4,5,4,5,4,5,2,4,Managers actually listen.,Promotion process feels opaque.
R1003,Sales,EMEA,5y+,2,3,5,3,3,3,1,2,Leadership is transparent in town halls.,Promotion process feels opaque.
R1004,Customer Success,NA,1-3y,5,3,4,4,4,4,4,4,Flexible hours help a lot.,Not enough headcount for the roadmap.
R1005,Customer Success,APAC,1-3y,3,5,4,4,3,4,4,5,Flexible hours help a lot.,Not enough headcount for the roadmap.
R1006,Marketing,APAC,3-5y,4,3,3,4,2,3,4,3,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1007,Engineering,APAC,3-5y,4,3,3,4,4,5,4,4,Flexible hours help a lot.,On-call load is heavy this quarter.
R1008,Sales,EMEA,3-5y,2,3,4,4,3,2,3,3,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1009,Customer Success,LATAM,<1y,3,5,4,4,5,2,3,4,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1010,Operations,LATAM,1-3y,3,3,4,2,3,5,2,5,I learn something new every week.,"Too many meetings, not enough focus time."
R1011,Customer Success,NA,5y+,3,4,5,5,4,2,4,3,Flexible hours help a lot.,Career paths are unclear.
R1012,People,NA,5y+,3,5,2,4,3,4,5,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R1013,Marketing,LATAM,3-5y,3,4,4,3,4,5,3,4,Flexible hours help a lot.,Promotion process feels opaque.
R1014,People,NA,1-3y,5,4,4,3,4,5,5,5,Leadership is transparent in town halls.,Tooling is fragmented.
R1015,Engineering,APAC,3-5y,3,4,4,5,4,5,3,5,Managers actually listen.,Compensation lags the market.
R1016,Customer Success,NA,3-5y,3,3,4,4,5,4,4,4,Great teammates and a real mission.,On-call load is heavy this quarter.
R1017,Product,APAC,1-3y,4,3,3,5,5,4,3,3,Great teammates and a real mission.,Compensation lags the market.
R1018,Engineering,EMEA,5y+,2,5,5,3,3,3,3,3,Leadership is transparent in town halls.,Compensation lags the market.
R1019,Customer Success,NA,<1y,4,4,3,3,5,3,4,4,Great teammates and a real mission.,Compensation lags the market.
R1020,Sales,LATAM,3-5y,5,5,5,4,4,4,3,4,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1021,Finance,APAC,5y+,3,3,2,3,2,5,2,3,"Good customers, meaningful work.",Compensation lags the market.
R1022,Sales,LATAM,1-3y,1,4,4,2,2,1,4,4,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R1023,Operations,NA,<1y,4,3,4,4,3,4,2,2,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1024,Customer Success,LATAM,1-3y,2,4,5,3,3,4,3,5,Interesting technical challenges.,On-call load is heavy this quarter.
R1025,Engineering,LATAM,1-3y,3,2,2,2,3,4,3,3,Flexible hours help a lot.,Career paths are unclear.
R1026,Marketing,APAC,3-5y,2,4,4,4,5,3,5,1,Interesting technical challenges.,Compensation lags the market.
R1027,Engineering,EMEA,<1y,3,4,3,4,3,4,2,4,Interesting technical challenges.,On-call load is heavy this quarter.
R1028,People,LATAM,<1y,4,4,2,5,4,4,4,4,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1029,Marketing,LATAM,<1y,3,4,4,5,4,4,3,5,Managers actually listen.,Tooling is fragmented.
R1030,Operations,NA,3-5y,4,2,4,3,3,2,4,2,Interesting technical challenges.,Career paths are unclear.
R1031,Product,NA,3-5y,5,3,3,3,3,4,3,2,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1032,People,NA,3-5y,5,5,3,3,4,3,4,4,Managers actually listen.,Not enough headcount for the roadmap.
R1033,Operations,EMEA,1-3y,4,4,3,4,5,4,3,3,Managers actually listen.,On-call load is heavy this quarter.
R1034,Sales,EMEA,5y+,3,4,2,1,4,3,4,2,Flexible hours help a lot.,On-call load is heavy this quarter.
R1035,Engineering,APAC,3-5y,3,5,3,3,5,4,4,4,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1036,Engineering,LATAM,1-3y,4,3,4,3,3,4,4,3,"Good customers, meaningful work.",Tooling is fragmented.
R1037,Operations,EMEA,3-5y,4,4,4,4,4,2,3,4,I learn something new every week.,Not enough headcount for the roadmap.
R1038,Engineering,APAC,<1y,3,4,4,5,4,3,5,4,Managers actually listen.,Career paths are unclear.
R1039,Customer Success,LATAM,<1y,4,4,3,5,4,4,4,4,Great teammates and a real mission.,Promotion process feels opaque.
R1040,People,LATAM,1-3y,4,3,4,4,4,5,5,3,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1041,Product,LATAM,<1y,2,4,4,3,3,3,5,5,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1042,Product,NA,5y+,4,4,4,5,5,3,2,4,Managers actually listen.,Cross-team handoffs are slow.
R1043,Engineering,LATAM,3-5y,3,3,3,4,4,3,3,4,Strong onboarding buddy program.,Tooling is fragmented.
R1044,Engineering,APAC,1-3y,4,2,4,5,3,5,3,4,Leadership is transparent in town halls.,Tooling is fragmented.
R1045,Finance,LATAM,1-3y,3,5,5,5,5,3,3,5,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1046,Operations,APAC,<1y,2,4,4,4,3,2,3,3,Interesting technical challenges.,Promotion process feels opaque.
R1047,Operations,NA,1-3y,4,2,2,4,2,4,3,4,Great teammates and a real mission.,Tooling is fragmented.
R1048,Finance,NA,5y+,3,3,2,2,4,4,5,5,Managers actually listen.,On-call load is heavy this quarter.
R1049,Operations,APAC,1-3y,4,3,5,2,4,5,1,3,Strong onboarding buddy program.,Tooling is fragmented.
R1050,People,NA,3-5y,5,3,3,5,3,3,3,4,Great teammates and a real mission.,Career paths are unclear.
R1051,Finance,EMEA,<1y,2,4,5,2,5,3,5,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R1052,Engineering,NA,1-3y,1,3,3,3,3,4,5,5,"Good customers, meaningful work.",Career paths are unclear.
R1053,People,EMEA,5y+,3,5,4,4,5,3,5,4,Great teammates and a real mission.,Career paths are unclear.
R1054,Operations,EMEA,3-5y,4,4,3,3,4,2,4,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1055,Engineering,LATAM,1-3y,3,3,4,2,4,5,5,3,Great teammates and a real mission.,Compensation lags the market.
R1056,Sales,APAC,1-3y,1,2,4,2,5,5,4,3,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R1057,Sales,LATAM,1-3y,2,5,2,3,5,5,3,2,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1058,Sales,NA,3-5y,3,3,2,4,2,2,3,1,Interesting technical challenges.,Not enough headcount for the roadmap.
R1059,Operations,LATAM,1-3y,3,3,3,3,3,4,3,3,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1060,Engineering,EMEA,5y+,4,4,5,3,5,4,4,3,Leadership is transparent in town halls.,Compensation lags the market.
R1061,Operations,EMEA,3-5y,2,3,3,5,5,4,3,4,Flexible hours help a lot.,Promotion process feels opaque.
R1062,Operations,LATAM,<1y,3,4,2,4,5,4,2,4,I learn something new every week.,Cross-team handoffs are slow.
R1063,Customer Success,LATAM,<1y,5,3,4,4,3,4,5,3,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1064,Sales,LATAM,5y+,3,4,2,4,3,4,4,4,I learn something new every week.,Compensation lags the market.
R1065,People,EMEA,<1y,4,4,4,3,4,5,4,5,Interesting technical challenges.,Not enough headcount for the roadmap.
R1066,Sales,LATAM,<1y,3,2,4,4,4,4,3,4,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R1067,Customer Success,LATAM,3-5y,4,3,4,4,5,5,3,3,I learn something new every week.,Career paths are unclear.
R1068,Sales,EMEA,5y+,3,4,4,5,3,3,2,2,Strong onboarding buddy program.,Career paths are unclear.
R1069,Sales,APAC,1-3y,2,3,2,3,5,2,3,3,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1070,Engineering,APAC,3-5y,3,4,4,3,5,3,3,4,Leadership is transparent in town halls.,Promotion process feels opaque.
R1071,Customer Success,EMEA,3-5y,4,4,4,4,3,2,4,4,"Good customers, meaningful work.",Tooling is fragmented.
R1072,Sales,NA,<1y,4,2,3,5,4,2,2,2,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1073,Customer Success,NA,1-3y,2,4,4,5,4,5,4,3,Leadership is transparent in town halls.,Compensation lags the market.
R1074,Sales,NA,5y+,5,4,5,3,2,3,4,3,Managers actually listen.,Cross-team handoffs are slow.
R1075,Sales,LATAM,3-5y,3,2,4,3,4,2,3,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1076,Marketing,EMEA,<1y,3,4,4,3,3,4,3,3,Managers actually listen.,"Too many meetings, not enough focus time."
R1077,Sales,LATAM,1-3y,2,3,4,3,3,4,4,2,Leadership is transparent in town halls.,Compensation lags the market.
R1078,Operations,EMEA,<1y,3,3,4,5,3,3,3,3,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1079,Product,NA,3-5y,4,3,3,2,3,4,4,4,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1080,Finance,NA,5y+,4,5,2,3,3,3,3,3,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1081,Product,LATAM,5y+,3,3,3,3,4,3,4,5,"Good customers, meaningful work.",Promotion process feels opaque.
R1082,Sales,NA,5y+,2,4,2,4,2,3,3,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R1083,People,APAC,3-5y,4,4,4,3,3,5,5,4,Managers actually listen.,Cross-team handoffs are slow.
R1084,People,APAC,3-5y,5,5,5,3,5,4,3,3,"Good customers, meaningful work.",Tooling is fragmented.
R1085,Engineering,APAC,1-3y,4,3,3,2,3,4,3,3,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1086,Customer Success,APAC,1-3y,3,3,4,3,4,5,5,3,Flexible hours help a lot.,Tooling is fragmented.
R1087,Engineering,APAC,5y+,3,2,2,3,3,2,4,4,Great teammates and a real mission.,Compensation lags the market.
R1088,Customer Success,EMEA,3-5y,3,4,4,4,4,3,4,4,Flexible hours help a lot.,On-call load is heavy this quarter.
R1089,Product,EMEA,3-5y,3,4,3,3,4,4,2,2,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1090,People,EMEA,3-5y,5,5,3,4,4,5,2,3,Managers actually listen.,Promotion process feels opaque.
R1091,Engineering,NA,3-5y,5,3,4,2,4,3,2,4,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1092,People,LATAM,5y+,5,4,5,3,3,5,4,4,Flexible hours help a lot.,Career paths are unclear.
R1093,People,APAC,3-5y,3,4,5,3,3,4,4,5,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R1094,Sales,LATAM,3-5y,5,3,3,2,2,3,5,3,Managers actually listen.,Not enough headcount for the roadmap.
R1095,Marketing,EMEA,1-3y,3,5,3,4,3,3,3,4,Interesting technical challenges.,Promotion process feels opaque.
R1096,Sales,LATAM,5y+,5,3,2,3,4,3,3,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R1097,Finance,APAC,<1y,2,3,5,4,3,5,5,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R1098,Operations,EMEA,<1y,3,3,2,3,2,3,3,2,Flexible hours help a lot.,Compensation lags the market.
R1099,People,LATAM,3-5y,4,4,3,5,4,4,3,4,Interesting technical challenges.,Career paths are unclear.
R1100,Operations,APAC,<1y,3,5,5,2,4,4,4,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R1101,Customer Success,APAC,3-5y,4,4,4,3,5,5,3,5,Flexible hours help a lot.,Promotion process feels opaque.
R1102,Customer Success,APAC,<1y,5,5,3,4,1,5,4,3,Strong onboarding buddy program.,Career paths are unclear.
R1103,Sales,LATAM,3-5y,3,3,4,3,3,2,4,3,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R1104,Sales,NA,3-5y,2,3,3,3,3,3,2,3,I learn something new every week.,Promotion process feels opaque.
R1105,Product,LATAM,5y+,4,4,4,4,3,4,4,4,Managers actually listen.,"Too many meetings, not enough focus time."
R1106,Operations,LATAM,3-5y,2,4,3,3,4,2,4,4,Great teammates and a real mission.,Career paths are unclear.
R1107,Operations,APAC,3-5y,3,3,2,3,2,4,4,4,Managers actually listen.,Career paths are unclear.
R1108,People,APAC,3-5y,3,4,3,4,5,5,4,4,I learn something new every week.,"Too many meetings, not enough focus time."
R1109,Finance,LATAM,3-5y,1,4,2,4,4,4,4,3,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1110,Operations,EMEA,1-3y,3,2,2,5,2,3,3,5,Strong onboarding buddy program.,Promotion process feels opaque.
R1111,Operations,APAC,1-3y,4,3,4,3,3,2,3,5,Interesting technical challenges.,Tooling is fragmented.
R1112,People,NA,3-5y,5,3,3,3,1,5,3,5,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1113,Operations,LATAM,1-3y,5,3,3,3,4,4,4,3,Flexible hours help a lot.,Cross-team handoffs are slow.
R1114,Finance,LATAM,3-5y,5,4,4,5,4,3,3,5,Strong onboarding buddy program.,Tooling is fragmented.
R1115,Engineering,APAC,1-3y,5,3,4,4,5,4,4,3,Managers actually listen.,Not enough headcount for the roadmap.
R1116,Engineering,LATAM,<1y,3,4,5,1,4,3,5,4,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1117,Product,EMEA,1-3y,3,5,2,3,5,3,3,3,Great teammates and a real mission.,Tooling is fragmented.
R1118,Finance,APAC,<1y,4,4,5,4,4,3,5,3,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1119,Marketing,LATAM,5y+,5,5,4,3,3,3,5,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R1120,Customer Success,APAC,5y+,2,4,5,5,3,4,4,4,Leadership is transparent in town halls.,Promotion process feels opaque.
R1121,Engineering,LATAM,<1y,3,4,3,3,3,4,3,3,Great teammates and a real mission.,On-call load is heavy this quarter.
R1122,Product,EMEA,3-5y,4,4,3,4,4,4,3,3,Leadership is transparent in town halls.,Tooling is fragmented.
R1123,Marketing,LATAM,1-3y,3,3,3,2,4,4,3,4,Managers actually listen.,Promotion process feels opaque.
R1124,Operations,LATAM,<1y,4,4,4,5,4,3,3,4,Flexible hours help a lot.,Cross-team handoffs are slow.
R1125,Operations,APAC,<1y,5,3,3,4,2,3,3,5,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1126,Finance,LATAM,<1y,4,5,4,3,4,4,3,2,I learn something new every week.,"Too many meetings, not enough focus time."
R1127,Engineering,EMEA,1-3y,3,5,4,2,4,4,2,3,I learn something new every week.,Career paths are unclear.
R1128,People,APAC,3-5y,5,5,2,4,4,3,5,5,Leadership is transparent in town halls.,Tooling is fragmented.
R1129,Product,APAC,<1y,3,2,3,5,3,3,4,4,Interesting technical challenges.,On-call load is heavy this quarter.
R1130,Product,NA,<1y,4,2,3,5,4,3,4,3,Great teammates and a real mission.,Promotion process feels opaque.
R1131,Operations,LATAM,5y+,3,3,3,3,3,4,3,5,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1132,Product,LATAM,<1y,4,4,2,5,5,4,4,4,I learn something new every week.,Not enough headcount for the roadmap.
R1133,Engineering,LATAM,3-5y,5,4,4,3,4,5,5,4,Interesting technical challenges.,On-call load is heavy this quarter.
R1134,Operations,EMEA,5y+,3,3,3,2,4,5,2,1,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1135,People,NA,1-3y,3,4,4,5,4,3,5,5,I learn something new every week.,Promotion process feels opaque.
R1136,Engineering,NA,5y+,5,4,5,3,2,3,3,4,Flexible hours help a lot.,Career paths are unclear.
R1137,People,LATAM,5y+,4,4,4,2,5,5,4,4,Flexible hours help a lot.,Career paths are unclear.
R1138,Finance,EMEA,1-3y,2,3,3,4,5,4,4,2,I learn something new every week.,Cross-team handoffs are slow.
R1139,Finance,EMEA,5y+,3,4,3,4,3,4,5,5,Interesting technical challenges.,Promotion process feels opaque.
R1140,Finance,EMEA,5y+,5,4,4,4,3,4,4,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1141,Product,APAC,<1y,5,3,4,2,4,4,2,2,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1142,Marketing,NA,5y+,2,5,4,4,5,5,5,3,Managers actually listen.,"Too many meetings, not enough focus time."
R1143,Operations,LATAM,1-3y,3,4,4,3,3,4,3,2,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1144,Engineering,EMEA,1-3y,4,3,4,4,3,5,4,4,Interesting technical challenges.,Not enough headcount for the roadmap.
R1145,Operations,NA,1-3y,3,3,3,2,2,3,3,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R1146,Finance,LATAM,3-5y,3,3,5,5,2,1,4,5,Leadership is transparent in town halls.,Career paths are unclear.
R1147,People,NA,1-3y,4,5,4,4,2,3,3,3,"Good customers, meaningful work.",Promotion process feels opaque.
R1148,Finance,NA,5y+,4,5,3,3,4,3,5,5,Flexible hours help a lot.,Not enough headcount for the roadmap.
R1149,Marketing,APAC,3-5y,5,4,4,4,3,4,4,5,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1150,Operations,APAC,5y+,3,4,3,4,4,2,4,3,"Good customers, meaningful work.",Promotion process feels opaque.
R1151,Product,APAC,1-3y,3,3,4,3,3,3,4,3,Flexible hours help a lot.,Career paths are unclear.
R1152,Engineering,LATAM,<1y,4,4,4,4,3,3,3,4,Interesting technical challenges.,Promotion process feels opaque.
R1153,Finance,EMEA,3-5y,4,3,4,3,3,5,4,4,Great teammates and a real mission.,On-call load is heavy this quarter.
R1154,Operations,APAC,5y+,3,3,2,3,2,3,3,4,Great teammates and a real mission.,Tooling is fragmented.
R1155,Customer Success,NA,1-3y,4,4,5,3,3,4,3,5,Managers actually listen.,Promotion process feels opaque.
R1156,Finance,LATAM,<1y,4,3,4,3,4,4,3,5,I learn something new every week.,Cross-team handoffs are slow.
R1157,People,LATAM,3-5y,4,4,5,4,4,5,5,5,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1158,Finance,LATAM,<1y,4,5,4,5,5,4,4,2,Managers actually listen.,Cross-team handoffs are slow.
R1159,Marketing,APAC,1-3y,4,2,3,4,4,5,2,3,Managers actually listen.,Tooling is fragmented.
R1160,Product,APAC,5y+,4,3,4,5,4,4,2,1,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1161,Customer Success,LATAM,3-5y,3,2,3,4,4,3,4,5,Great teammates and a real mission.,Career paths are unclear.
R1162,Product,EMEA,<1y,4,3,3,4,4,4,3,3,Strong onboarding buddy program.,Career paths are unclear.
R1163,Operations,EMEA,3-5y,3,4,3,2,4,4,4,2,Managers actually listen.,"Too many meetings, not enough focus time."
R1164,Product,EMEA,<1y,3,4,3,1,3,3,3,4,Strong onboarding buddy program.,Tooling is fragmented.
R1165,Engineering,NA,5y+,5,4,3,3,4,4,5,4,Managers actually listen.,Cross-team handoffs are slow.
R1166,People,LATAM,<1y,5,2,4,3,4,5,3,5,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1167,Product,NA,<1y,4,5,4,4,5,4,4,5,Managers actually listen.,Promotion process feels opaque.
R1168,People,LATAM,1-3y,4,4,4,5,4,3,4,2,Leadership is transparent in town halls.,Tooling is fragmented.
R1169,People,NA,<1y,5,3,5,4,5,4,3,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R1170,Finance,APAC,1-3y,5,3,1,4,4,3,5,4,Flexible hours help a lot.,Promotion process feels opaque.
R1171,People,LATAM,3-5y,3,4,3,4,4,4,3,5,"Good customers, meaningful work.",Tooling is fragmented.
R1172,Marketing,APAC,<1y,5,4,4,4,3,2,4,5,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1173,Marketing,LATAM,1-3y,5,3,4,3,2,3,3,5,Great teammates and a real mission.,Tooling is fragmented.
R1174,Customer Success,LATAM,3-5y,5,2,4,4,5,5,3,4,Interesting technical challenges.,Not enough headcount for the roadmap.
R1175,Customer Success,LATAM,1-3y,4,5,5,2,5,4,5,5,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1176,Product,APAC,<1y,5,2,4,3,4,4,5,4,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1177,Operations,LATAM,<1y,4,2,3,3,4,3,3,3,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1178,Customer Success,APAC,<1y,4,3,3,3,4,4,5,5,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1179,People,NA,1-3y,4,3,4,4,5,3,4,4,Strong onboarding buddy program.,Tooling is fragmented.
R1180,Sales,EMEA,5y+,3,3,3,3,5,5,4,3,Flexible hours help a lot.,Career paths are unclear.
R1181,Marketing,LATAM,<1y,5,3,4,2,4,4,4,3,Flexible hours help a lot.,Cross-team handoffs are slow.
R1182,Product,APAC,5y+,4,3,2,3,4,3,3,3,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1183,Engineering,NA,5y+,3,4,4,3,4,5,5,5,Managers actually listen.,Compensation lags the market.
R1184,Customer Success,EMEA,<1y,4,4,4,5,4,4,4,3,Strong onboarding buddy program.,Compensation lags the market.
R1185,Product,EMEA,1-3y,3,4,3,3,4,4,4,5,"Good customers, meaningful work.",Tooling is fragmented.
R1186,Product,EMEA,5y+,4,3,4,4,3,4,3,4,I learn something new every week.,Compensation lags the market.
R1187,Customer Success,APAC,3-5y,2,4,5,4,4,5,4,4,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1188,Marketing,APAC,5y+,4,3,5,3,3,3,5,4,Great teammates and a real mission.,Compensation lags the market.
R1189,People,NA,3-5y,4,3,4,4,3,5,3,3,I learn something new every week.,Compensation lags the market.
R1190,Finance,EMEA,3-5y,5,3,3,5,3,2,3,3,I learn something new every week.,"Too many meetings, not enough focus time."
R1191,Marketing,APAC,1-3y,3,2,4,2,3,3,5,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1192,Product,LATAM,1-3y,4,4,3,5,3,3,4,1,Strong onboarding buddy program.,Tooling is fragmented.
R1193,Operations,NA,1-3y,1,3,2,2,2,4,3,5,Interesting technical challenges.,Not enough headcount for the roadmap.
R1194,Finance,NA,1-3y,3,3,3,4,4,3,4,3,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R1195,Sales,APAC,5y+,3,3,5,3,2,3,3,3,I learn something new every week.,Not enough headcount for the roadmap.
R1196,Finance,APAC,5y+,4,4,5,4,3,5,3,3,Strong onboarding buddy program.,Career paths are unclear.
R1197,Customer Success,APAC,1-3y,3,4,3,3,4,3,4,5,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1198,Engineering,NA,<1y,5,4,5,4,5,4,1,4,I learn something new every week.,"Too many meetings, not enough focus time."
R1199,Customer Success,EMEA,<1y,5,5,5,3,4,3,4,5,Flexible hours help a lot.,Career paths are unclear.
R1200,Engineering,NA,3-5y,5,4,2,4,2,2,3,3,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1201,Product,EMEA,5y+,5,2,2,3,2,2,3,5,I learn something new every week.,Career paths are unclear.
R1202,People,LATAM,3-5y,5,5,5,4,3,3,3,4,Interesting technical challenges.,"Too many meetings, not enough focus time."
